Name,Brand,SKU,MPN,base_price,MSRP,Image
Victory VWF32HC 7.22 Cu. Ft. Stainless Steel One-Section Worktop Freezer Counter - 115 Volts,Victory,VWF32HC,VWF32HC,4457.75,,
"Continental Refrigerator SWF32NBS-FB-D 32""W Two Drawer Stainless Steel Work To[ Freezer With 5 1/2""H Backsplash",Continental Refrigerator,SWF32NBS-FB-D,SWF32NBS-FB-D,5327.00,,
"Traulsen CLUC-48F-SD-WTLR 48.25"" W Stainless Steel Centerline Compact Undercounter Freezer with Work Top - 115 Volts",Traulsen,CLUC-48F-SD-WTLR,CLUC-48F-SD-WTLR,4215.00,,
"Continental Refrigerator SWF32NBS-D 32""W Two Drawer Stainless Steel Work Top Freezer With 5 1/2""H Backsplash",Continental Refrigerator,SWF32NBS-D,SWF32NBS-D,5251.00,,
"Hoshizaki WF27A-D2 27"" W One-Section Two Drawer Reach-In Steelheart Series Worktop Freezer",Hoshizaki,WF27A-D2,WF27B-D2,4549.38,,
"Beverage Air WTFD27AHC-2-FLT 27""W Two Drawer Stainless Steel Worktop Freezer",Beverage Air,WTFD27AHC-2-FLT,WTFD27AHC-2-FLT,4129.25,,
"Continental Refrigerator FA60SN-D 60"" W Stainless Steel Freezer Base Shallow Depth Worktop Unit - 115 Volts",Continental Refrigerator,FA60SN-D,FA60SN-D,9333.00,,
"Continental Refrigerator SWF60NBS 60""W Two Door Stainless Steel Work Top Freezer With 5 1/2""H Backsplash",Continental Refrigerator,SWF60NBS,SWF60NBS,5897.00,,
"Beverage Air WTFD48AHC-4-FIP 48""W Four Drawer Stainless Steel Worktop Freezer With 4"" Foamed-In Place Backsplash",Beverage Air,WTFD48AHC-4-FIP,WTFD48AHC-4-FIP,5548.37,,
"Traulsen CLUC-36F-SD-WTRR 36.25"" W Stainless Steel Centerline Compact Undercounter Freezer with Work Top - 115 Volts",Traulsen,CLUC-36F-SD-WTRR,CLUC-36F-SD-WTRR,3730.00,,
"Beverage Air WTF27AHC-FLT 27""W One Door Stainless Steel Worktop Freezer",Beverage Air,WTF27AHC-FLT,WTF27AHC-FLT,2907.88,,
"Continental Refrigerator SWF48NBS 48""W Two Door Stainless Steel Work Top Freezer With 5 1/2""H Backsplash",Continental Refrigerator,SWF48NBS,SWF48NBS,4765.00,,
"Traulsen CLUC-60F-SD-WTRR 60.25"" W Stainless Steel Centerline Compact Undercounter Freezer with Work Top - 115 Volts",Traulsen,CLUC-60F-SD-WTRR,CLUC-60F-SD-WTRR,5225.00,,
"Victory VWF36HC 36""W One Door Stainless Steel Worktop Freezer Counter",Victory,VWF36HC,VWF36HC,5494.16,,
"Beverage Air WTF67AHC 67""W Two Door Stainless Steel Worktop Freezer With 4"" Built-In Backsplash",Beverage Air,WTF67AHC,WTF67AHC,6689.25,,
Victory VWFD32HC-2 7.22 Cu. Ft. Stainless Steel One-Section Worktop Freezer Counter - 115 Volts,Victory,VWFD32HC-2,VWFD32HC-2,5839.09,,
"Beverage Air WTFD32AHC-2-FIP 32""W Two Drawer Stainless Steel Worktop Freezer With Foamed-In Place Backsplash",Beverage Air,WTFD32AHC-2-FIP,WTFD32AHC-2-FIP,4706.75,,
Turbo Air PWF-60-D4-N 17.2 Cu. Ft. Stainless Steel 4 Drawers PRO Series Worktop Freezer - 115 Volts,Turbo Air,PWF-60-D4-N,PWF-60-D4-N,9104.81,,
"Victory VWFD27HC-2 27""W Two Drawer Stainless Steel Worktop Freezer Counter With 4"" High Foamed In Place Backsplash",Victory,VWFD27HC-2,VWFD27HC-2,4780.66,,
"Traulsen CLUC-36F-SD-WTLL 36.25"" W Stainless Steel Centerline Compact Undercounter Freezer with Work Top - 115 Volts",Traulsen,CLUC-36F-SD-WTLL,CLUC-36F-SD-WTLL,3730.00,,
"Atosa USA, Inc. MGF8414GR 17.2 Cu. Ft. Stainless Steel Two-Section Solid Doors Reach-In Freezer Counter or Work Top - 115 Volts","Atosa USA, Inc.",MGF8414GR,MGF8414GR,3216.00,,
"True TWT-67F-HC 67.25"" W Aluminum and Stainless Steel Two-Section with Rear Splash Counter Height Deep Work Top Freezer - 115 Volts",,TWT-67F-HC,TWT-67F-HC,6342.27,,
"Beverage Air WTFR48AHC 48"" W Two Doors Stainless Steel Worktop Freezer or Refrigerator - 115 Volts",Beverage Air,WTFR48AHC,WTFR48AHC,5698.82,,
"Continental Refrigerator SWF60NBS-FB 60""W Two Door Stainless Steel Work Top Freezer With 5 1/2"" Backsplash",Continental Refrigerator,SWF60NBS-FB,SWF60NBS-FB,6016.00,,
"Continental Refrigerator FA43SN 43"" W Stainless Steel Freezer Base Shallow Depth Worktop Unit - 115 Volts",Continental Refrigerator,FA43SN,FA43SN,6521.00,,
"Continental Refrigerator DFA68NSSBS-D 62"" W Stainless Steel Three-Section Designer Line Freezer Base Worktop Unit - 115 Volts",Continental Refrigerator,DFA68NSSBS-D,DFA68NSSBS-D,13164.00,,
"Continental Refrigerator FA68SN 68"" W Stainless Steel Freezer Base Shallow Depth Worktop Unit - 115 Volts",Continental Refrigerator,FA68SN,FA68SN,7122.00,,
Turbo Air PWF-48-D2R(L)-N 12.8 Cu. Ft. Stainless Steel 1 Hinged Solid Door and 2 Drawers PRO Series Worktop Freezer - 115 Volts,Turbo Air,PWF-48-D2R(L)-N,PWF-48-D2R(L)-N,6740.55,,
Hoshizaki WF48B 13.66 Cu. Ft. Stainless Steel Two-Section Solid Doors Reach-In Steelheart Series Worktop Freezer - 115 Volts,Hoshizaki,WF48B,WF48B,4380.29,,
Hoshizaki WLF46B 46” W Stainless Steel Interior One-Section Steelheart Series Worktop Freezer – 115 Volts,Hoshizaki,WLF46B,WLF46B,6441.60,,
"Beverage Air WTFD36AHC-2-FLT 36""W Two Drawer Stainless Steel Worktop Freezer",Beverage Air,WTFD36AHC-2-FLT,WTFD36AHC-2-FLT,4977.10,,
True TWT-72-HC~SPEC3 Stainless Steel 3 Section 3 Doors SPEC SERIES Work Top Refrigerator - 115 Volts 0.25 HP,,TWT-72-HC~SPEC3,TWT-72-HC~SPEC3,5603.69,,
Beverage Air WTFCS96HC-108 20.42 Cu. Ft. Stainless Steel 2-Section Worktop Cook Stand Freezer - 115 Volts,Beverage Air,WTFCS96HC-108,WTFCS96HC-108,12720.51,,
"Turbo Air TWF-60SD-N 60.25""W Two-Section Stainless Steel Door Super Deluxe Worktop Freezer",Turbo Air,TWF-60SD-N,TWF-60SD-N,5267.10,,
"Continental Refrigerator DFA43NSS-D 43""W Two Drawer and One Door Stainless Steel Designer Line Freezer Base Worktop Unit",Continental Refrigerator,DLFA43-SS-D,DFA43NSS-D,9425.00,,
"Beverage Air WTF24AHC 24""W One Door Stainless Steel Worktop Freezer With 4"" Removable Backsplash",Beverage Air,WTF24AHC,WTF24AHC,2769.91,,
"Universal Coolers SC-27-LBFI 27"" W One-Section Work Top Freezer",Universal Coolers,SC-27-LBFI,SC-27-LBFI,1295.00,,
"Beverage Air WTF27HC-FLT 27""W One Door Stainless Steel Worktop Freezer",Beverage Air,WTF27HC-FLT,WTF27HC-FLT,2907.88,,
"Beverage Air WTF36AHC-FIP 36""W Two Door Stainless Steel Worktop Freezer With 4"" Foamed-In Place Backsplash",Beverage Air,WTF36AHC-FIP,WTF36AHC-FIP,3744.90,,
Turbo Air TWF-48SD-D2R-N 12 Cu. Ft. Stainless Steel 1 Right Hinged Door and 2 Drawers Super Deluxe Worktop Freezer - 115 Volts,Turbo Air,TWF-48SD-D2R-N,TWF-48SD-D2R-N,6179.93,,
"Hoshizaki WF60A-01 60"" W Two-Section Two Door Reach-In Steelheart Series Worktop Freezer",Hoshizaki,WF60A-01,WF60B-01,5576.01,,
"Continental Refrigerator FA68N 68""W Three Door Stainless Steel Freezer Base Worktop Unit",Continental Refrigerator,CFA68,FA68N,7122.00,,
Victory VWFD48HC-4 11.04 Cu. Ft. Two Section Stainless Steel Worktop Freezer Counter - 115 Volts 1-Ph,Victory,VWFD48HC-4,VWFD48HC-4,7829.47,,
Atosa MGF8428GR 7.15 Cu. Ft. Stainless Steel Reach-In with Backsplash Atosa Worktop Freezer - 115 Volts,"Atosa USA, Inc.",MGF8428GR,MGF8428GR,2489.00,,
"Beverage Air WTFD27AHC-2 27""W Two Drawer Stainless Steel Worktop Freezer With 4"" Removable Backsplash",Beverage Air,WTFD27AHC-2,WTFD27AHC-2,4129.25,,
Victory VWF67HC 20.08 Cu. Ft. Two Section Stainless Steel Worktop Freezer Counter - 115 Volts 1-Ph,Victory,VWF67HC,VWF67HC,8385.95,,
"Continental Refrigerator DFA60NSSBS 60""W Three Door Stainless Steel Designer Line Freezer Base Worktop Unit With 5 1/2"" Backsplash",Continental Refrigerator,DLFA60-SS-BS,DFA60NSSBS,9592.00,,
"Beverage Air WTFD60AHC-4-FIP 60""W Four Drawer Stainless Steel Woktop Freezer With 4"" Foamed-In Place Backsplash",Beverage Air,WTFD60AHC-4-FIP,WTFD60AHC-4-FIP,6266.79,,
"Continental Refrigerator FA43SNBS-D 43"" W Stainless Steel Freezer Base Shallow Depth Worktop Unit - 115 Volts",Continental Refrigerator,FA43SNBS-D,FA43SNBS-D,8311.00,,
"Continental Refrigerator SWF36NBS 36""W Two Door Stainless Steel Work Top Freezer With 5 1/2""H Backsplash",Continental Refrigerator,SWF36NBS,SWF36NBS,4360.00,,
Turbo Air TWF-60SD-D2R-N 17 Cu. Ft. Stainless Steel 1 Right Hinged Door and 2 Drawers Super Deluxe Worktop Freezer - 115 Volts,Turbo Air,TWF-60SD-D2R-N,TWF-60SD-D2R-N,6572.48,,
"Continental Refrigerator FA68SNBS 68"" W Stainless Steel Freezer Base Shallow Depth Worktop Unit - 115 Volts",Continental Refrigerator,FA68SNBS,FA68SNBS,7541.00,,
"True TWT-60F-HC 60.38""W Two-Section Stainless Steel Door Work Top Freezer",,TWT-60F-HC,TWT-60F-HC,5632.10,,
"True TWT-67F-HC~SPEC3 67.25"" W Stainless Steel 2 Section Doors SPEC SERIES Deep Work Top Freezer",,TWT-67F-HC~SPEC3,TWT-67F-HC~SPEC3,7043.07,,
"Hoshizaki WF60A 60"" W Two-Section Two Door Reach-In Steelheart Series Worktop Freezer",Hoshizaki,WF60A,WF60B,5278.09,,
"Continental Refrigerator FA43SNBS 43"" W Stainless Steel Freezer Base Shallow Depth Worktop Unit - 115 Volts",Continental Refrigerator,FA43SNBS,FA43SNBS,6840.00,,
"Traulsen CLUC-27F-SD-WTL 27.5"" W Stainless Steel Centerline Compact Undercounter Freezer with Work Top - 115 Volts",Traulsen,CLUC-27F-SD-WTL,CLUC-27F-SD-WTL,2851.00,,
Victory VWFD60HC-4 14.36 Cu. Ft. Two Section Stainless Steel Worktop Freezer Counter - 115 Volts 1-Ph,Victory,VWFD60HC-4,VWFD60HC-4,9806.05,,
"Beverage Air WTF20HC 20""W One Door Stainless Steel Worktop Freezer With 4"" Removable Backsplash",Beverage Air,WTF20HC,WTF20HC,2900.66,,
"Traulsen CLUC-72F-SD-WTRRR 72.25"" W Stainless Steel Centerline Compact Undercounter Freezer with Work Top - 115 Volts",Traulsen,CLUC-72F-SD-WTRRR,CLUC-72F-SD-WTRRR,6009.00,,
"Continental Refrigerator SWF36NBS-FB 36""W Two Door Stainless Steel Work Top Freezer With 5 1/2"" Backsplash",Continental Refrigerator,SWF36NBS-FB,SWF36NBS-FB,4369.00,,
"Beverage Air WTFD60AHC-2-FIP 60""W Two Drawer and One Door Stainless Steel Worktop Freezer With 4"" Foamed-In Place Backsplash",Beverage Air,WTFD60AHC-2-FIP,WTFD60AHC-2-FIP,6144.26,,
"Randell 9215F-290 48""W Two-Section Solid Door Freezer Counter/Work Top",Randell,9215F-290,9215F-290,7602.00,,
"Infrico USA IUC-MR41BT 41.38""W One Door Stainless Steel Worktop Freezer",Infrico USA,IUC-MR41BT,IUC-MR41BT,6412.88,,
"Beverage Air WTF27AHC 27""W One Door Stainless Steel Worktop Freezer With 4"" Removable Backsplash",Beverage Air,WTF27AHC,WTF27AHC,2907.88,,
"Beverage Air WTFD48AHC-2-FLT 48""W Two Drawer and One Door Stainless Steel Worktop Freezer",Beverage Air,WTFD48AHC-2-FLT,WTFD48AHC-2-FLT,5354.55,,
"True TWT-60F-HC~SPEC3 60.38"" W Stainless Steel 2 Section Doors SPEC SERIES Work Top Freezer",,TWT-60F-HC~SPEC3,TWT-60F-HC~SPEC3,6313.86,,
"Beverage Air WTF24AHC-FIP 24""W One Door Stainless Steel Worktop Freezer With 4"" Foamed-In Place Backsplash",Beverage Air,WTF24AHC-FIP,WTF24AHC-FIP,2769.91,,
"True TWT-44F-HC 44.5"" W Aluminum and Stainless Steel One-Section with Rear Splash Counter Height Deep Work Top Freezer - 115 Volts",,TWT-44F-HC,TWT-44F-HC,5939.74,,
Turbo Air PWF-60-D2R(L)-N 17.2 Cu. Ft. Stainless Steel 1 Hinged Solid Door and 2 Drawers PRO Series Worktop Freezer - 115 Volts,Turbo Air,PWF-60-D2R(L)-N,PWF-60-D2R(L)-N,7883.09,,
"Continental Refrigerator DFA60NSSBS-D 60""W Two Drawer and Two Door Stainless Steel Designer Line Freezer Base Worktop Unit With 5 1/2""H Backsplash",Continental Refrigerator,DLFA60-SS-BS-D,DFA60NSSBS-D,12216.00,,
Beverage Air WTFCS72HC-76 14.51 Cu. Ft. Stainless Steel 2-Section Worktop Cook Stand Freezer - 115 Volts,Beverage Air,WTFCS72HC-76,WTFCS72HC-76,10185.80,,
"Admiral Craft USWF-1D 27"" W 1 Door Stainless Steel U-STAR Freezer Work Top Counter with Aluminum Backsplash - 115 Volts",Admiral Craft,USWF-1D,USWF-1D,1445.84,,
"Victory VWF48HC 48""W Two Door Stainless Steel Worktop Freezer Counter With 4"" High Foamed In Place Backsplash",Victory,VWF48HC,VWF48HC,6226.72,,
Turbo Air TWF-28SD-FB-N 6.5 Cu. Ft. Stainless Steel 1 Solid Door Super Deluxe Worktop Freezer - 115 Volts,Turbo Air,TWF-28SD-FB-N,TWF-28SD-FB-N,3321.16,,
"Turbo Air TWF-48SD-D2-N 48.25""W Two-Section Stainless Steel Door Super Deluxe Worktop Freezer",Turbo Air,TWF-48SD-D2-N,TWF-48SD-D2-N,5518.09,,
"Beverage Air WTFD32AHC-2 32""W Two Drawer Stainless Steel Worktop Freezer With 4"" Removable Backsplash",Beverage Air,WTFD32AHC-2,WTFD32AHC-2,4706.75,,
Turbo Air PWF-28-D2-N 6.8 Cu. Ft. Stainless Steel 2 Drawers PRO Series Worktop Freezer - 115 Volts,Turbo Air,PWF-28-D2-N,PWF-28-D2-N,5308.18,,
"Continental Refrigerator SWF48NBS-FB-D 48""W Four Drawer Stainless Steel Work Top Freezer With 5 1/2""H Backsplash",Continental Refrigerator,SWF48NBS-FB-D,SWF48NBS-FB-D,7340.00,,
"Turbo Air TWF-28SD-D2-N 27.5""W One-Section Super Deluxe Worktop Freezer",Turbo Air,TWF-28SD-D2-N,TWF-28SD-D2-N,4102.15,,
Beverage Air WTFCS84HC-89 17.46 Cu. Ft. Stainless Steel 2-Section Worktop Cook Stand Freezer - 115 Volts,Beverage Air,WTFCS84HC-89,WTFCS84HC-89,10980.44,,
"Beverage Air WTFD48AHC-4 48""W Four Drawer Stainless Steel Worktop Freezer With 4"" Removable Backsplash",Beverage Air,WTFD48AHC-4,WTFD48AHC-4,5548.37,,
"Kelvinator KCHUCWT48F 48.25"" W Two-Section Stainless Steel Worktop with Backsplash Reach-In Undercounter Freezer - 115 Volts",Kelvinator,KCHUCWT48F,KCHUCWT48F,3045.36,,
"Traulsen CLUC-48F-SD-WTRR 48.25"" W Stainless Steel Centerline Compact Undercounter Freezer with Work Top - 115 Volts",Traulsen,CLUC-48F-SD-WTRR,CLUC-48F-SD-WTRR,4215.00,,
"Traulsen CLUC-48F-SD-WTLL 48.25"" W Stainless Steel Centerline Compact Undercounter Freezer with Work Top - 115 Volts",Traulsen,CLUC-48F-SD-WTLL,CLUC-48F-SD-WTLL,4215.00,,
True TWT-44D-2-HC~SPEC3 Stainless Steel and Aluminum 1 Section 2 Drawers SPEC SERIES Deep Work Top Refrigerator - 115 Volts 0.1 HP,,TWT-44D-2-HC~SPEC3,TWT-44D-2-HC~SPEC3,5684.68,,
"Beverage Air WTF32AHC-FLT 32""W One Door Stainless Steel Worktop Freezer",Beverage Air,WTF32AHC-FLT,WTF32AHC-FLT,3593.13,,
"Continental Refrigerator SWF48NBS-D 48""W Four Drawer Stainless Steel Work Top Freezer With 5 1/2""H Backsplash",Continental Refrigerator,SWF48NBS-D,SWF48NBS-D,7241.00,,
"True TWT-27F-HC~SPEC3 27.63"" W Stainless Steel 1 Section Door SPEC SERIES Work Top Freezer",,TWT-27F-HC~SPEC3,TWT-27F-HC~SPEC3,3555.08,,
Turbo Air PWF-48-D4-N 12.8 Cu. Ft. Stainless Steel 4 Drawers PRO Series Worktop Freezer - 115 Volts,Turbo Air,PWF-48-D4-N,PWF-48-D4-N,8001.49,,
"Continental Refrigerator DFA68NSS-D 68""W Four Drawer and One Door Stainless Steel Designer Line Freezer Base Worktop Unit",Continental Refrigerator,DLFA68-SS-D,DFA68NSS-D,12478.00,,
Turbo Air PWF-48-FB-N 11.1 Cu. Ft. Stainless Steel 2 Hinged Solid Doors with Locks PRO Series Worktop Freezer - 115 Volts,Turbo Air,PWF-48-FB-N,PWF-48-FB-N,5662.26,,
"Beverage Air WTRF48AHC 48"" W Two Doors Stainless Steel Worktop Freezer or Refrigerator - 115 Volts",Beverage Air,WTRF48AHC,WTRF48AHC,5698.82,,
Turbo Air TWF-48SD-FB-N 14.8 Cu. Ft. Stainless Steel 2 Solid Hinged Doors Super Deluxe Worktop Freezer - 115 Volts,Turbo Air,TWF-48SD-FB-N,TWF-48SD-FB-N,4758.76,,
"Continental Refrigerator SWF27NBS-D 27.5""W Two Drawer Stainless Steel Work Top Freezer With 5 1/2""H Backsplash",Continental Refrigerator,SWF27NBS-D,SWF27NBS-D,4535.00,,
"Beverage Air WTF48AHC-FLT 48""W Two Door Stainless Steel Worktop Freezer",Beverage Air,WTF48AHC-FLT,WTF48AHC-FLT,4281.67,,
"Everest Refrigeration ETBF3 71.13""W Three-Section Solid Door Undercounter/ Worktop Freezer",Everest Refrigeration,ETBF3,ETBF3,3826.00,,
"Continental Refrigerator FA60NBS-D 60""W Two Drawer and One Door Stainless Steel Freezer Base Worktop Unit With 6""H Backsplash",Continental Refrigerator,CFA60-BS-D,FA60NBS-D,9636.00,,
"Continental Refrigerator FA60SNBS-D 60"" W Stainless Steel Freezer Base Shallow Depth Worktop Unit - 115 Volts",Continental Refrigerator,FA60SNBS-D,FA60SNBS-D,9636.00,,
"Victory VWFD36HC-2 36""W Two Drawer Stainless Steel Worktop Freezer Counter With 4"" High Foamed In Place Backsplash",Victory,VWFD36HC-2,VWFD36HC-2,6226.72,,
"Continental Refrigerator DFA68NSS 68""W Three Door Stainless Steel Designer Line Freezer Base Worktop Unit",Continental Refrigerator,DLFA68-SS,DFA68NSS,9621.00,,
Turbo Air PWF-28-N(-L) 6.8 Cu. Ft. Stainless Steel 1 Solid Door with Lock PRO Series Worktop Freezer - 115 Volts,Turbo Air,PWF-28-N(-L),PWF-28-N(-L),4198.89,,
"Continental Refrigerator DFA43NSSBS 43""W Two Door Stainless Steel Designer Line Freezer Base Worktop Unit With 6""H Backsplash",Continental Refrigerator,DLFA43-SS-BS,DFA43NSSBS,8847.00,,
"Continental Refrigerator DFA43NSSBS-D 43""W Two Drawer and One Door Designer Line Freezer Base Worktop Unit With 5 1/2""H Backsplash",Continental Refrigerator,DLFA43-SS-BS-D,DFA43NSSBS-D,10277.00,,
"True TWT-48F-HC~SPEC3 48.38"" W Stainless Steel 2 Section Doors SPEC SERIES Work Top Freezer",,TWT-48F-HC~SPEC3,TWT-48F-HC~SPEC3,5201.16,,
"Beverage Air WTF24AHC-FLT 24""W One Door Stainless Steel Worktop Freezer",Beverage Air,WTF24AHC-FLT,WTF24AHC-FLT,2769.91,,
"Beverage Air WTF20HC-FLT 20""W One Door Stainless Steel Worktop Freezer",Beverage Air,WTF20HC-FLT,WTF20HC-FLT,2900.66,,
"Continental Refrigerator FA43N-D 43""W Two Drawer and One Door Stainless Steel Freezer Base Worktop Unit",Continental Refrigerator,CFA43-D,FA43N-D,7951.00,,
"Everest Refrigeration ETF3 71.13""W Three-Section Solid Door Undercounter/ Worktop Freezer",Everest Refrigeration,ETF3,ETF3,4043.00,,
"Continental Refrigerator FA68SNBS-D 68"" W Stainless Steel Freezer Base Shallow Depth Worktop Unit - 115 Volts",Continental Refrigerator,FA68SNBS-D,FA68SNBS-D,10397.00,,
Turbo Air TWF-60SD-D2-N 17 Cu. Ft. Stainless Steel 1 Left Hinged Door and 2 Drawers Super Deluxe Worktop Freezer - 115 Volts,Turbo Air,TWF-60SD-D2-N,TWF-60SD-D2-N,7260.09,,
Koolmore FWT-1D-6C 6.3 Cu. Ft. Stainless Steel Single Door Freezer Worktop,,FWT-1D-6C,FWT-1D-6C,1562.20,,
"Traulsen CLUC-36F-SD-WTLR 36.25"" W Stainless Steel Centerline Compact Undercounter Freezer with Work Top - 115 Volts",Traulsen,CLUC-36F-SD-WTLR,CLUC-36F-SD-WTLR,3730.00,,
"Continental Refrigerator FA68N-D 68""W Four Drawer and One Door Stainless Steel Freezer Base Worktop Unit",Continental Refrigerator,CFA68-D,FA68N-D,9979.00,,
"Traulsen CLUC-48F-DW-WT 48.25"" W Stainless Steel Centerline Compact Undercounter Freezer with Work Top - 115 Volts",Traulsen,CLUC-48F-DW-WT,CLUC-48F-DW-WT,6621.00,,
"True TWT-48F-HC 48.38""W Two-Section Stainless Steel Door Work Top Freezer",,TWT-48F-HC,TWT-48F-HC,4012.61,,
"True TWT-27F-HC 27.63""W One-Section Stainless Steel Door Work Top Freezer",,TWT-27F-HC,TWT-27F-HC,2714.06,,
"Beverage Air WTF20HC-FIP 20""W One Door Stainless Steel Worktop Freezer With 4"" Foamed-In Place Backsplash",Beverage Air,WTF20HC-FIP,WTF20HC-FIP,2900.66,,
"Continental Refrigerator FA60SNBS 60"" W Stainless Steel Freezer Base Shallow Depth Worktop Unit - 115 Volts",Continental Refrigerator,FA60SNBS,FA60SNBS,7011.00,,
"Southbend 30064RSB 64""W Two Drawer Freezer Base",Southbend,30064RSB,30064RSB,16065.00,,
"Jade JRLH-06R-T-96 25"" H Stainless Steel Titan Fire an Ice Refrigerated Base",Jade,JRLH-06R-T-96,JRLH-06R-T-96,17814.50,,
"Turbo Air PRCBE-60F-N 60""W Two Drawer PRO Series Freezer Chef Base",Turbo Air,PRCBE-60F-N,PRCBE-60F-N,7710.53,,
"Montague FB-84-SC 84""W Four Drawer Legend Heavy Duty Extreme Cuisine Freezer Equipment Base/Stand",Montague,FB-84-SC,FB-84-SC,18861.06,,
"Continenttal Refrigerator D72GN 72""W Two-Section Four Drawer Refrigerator Griddle Stand",Continental Refrigerator,D72GN,D72GN,9092.50,,
"Turbo Air PRCBE-48F-N 48""W Two Drawer PRO Series Freezer Chef Base",Turbo Air,PRCBE-48F-N,PRCBE-48F-N,7010.97,,
"Electrolux 169208 62.01""W Two Drawer (COMPCHEF60) EMPower Refrigerated Chef Base",Electrolux,169208,169208,7608.70,,
"Turbo Air TCBE-36SDR-N6 35.63""W Two Drawer Super Deluxe Chef Base Refrigerator",Turbo Air,TCBE-36SDR-N6,TCBE-36SDR-N6,4597.04,,
Kelvinator KCHCB72R 4 Drawers Stainless Steel Refrigerated Chef Base,Kelvinator,KCHCB72R,KCHCB72R,4527.80,,
Atosa MGF8448GR 4.7 Cu. Ft. 2 Drawers Atosa Chef Base - 115 Volts,"Atosa USA, Inc.",MGF8448GR,MGF8448GR,2292.00,,
"Garland GN17FC51 51""W Two Drawer Arctic Fire Freezer Base",Garland,GN17FC51,GN17FC51,15698.00,,
"Traulsen TE060LT 60""W Six Drawer Spec-Line Freezer Equipment Stand",Traulsen,TE060LT,TE060LT,12335.90,,
"Continental Refrigerator D60GFN 60""W Two Drawer Freezer Griddle Stand",Continental Refrigerator,DL60GF,D60GFN,9517.00,,
"Jade JRLH-04R-T-54 54"" W 4 Drawers Titan Fire and Ice Refrigerated Base - 115 Volts",Jade,JRLH-04R-T-54,JRLH-04R-T-54,12980.00,,
"Garland GN17R85 85""W Six Drawer Arctic Fire Refrigerator Base",Garland,GN17R85,GN17R85,17601.00,,
"Victory CBR96HC 96"" W 4 Drawers Chef Base Refrigerator - 115 Volts",Victory,CBR96HC,CBR96HC,12404.49,,
"Victory CBF36HC 36"" W 2 Drawers Chef Base Freezer - 115 Volts",Victory,CBF36HC,CBF36HC,8613.60,,
"Asber ACBR-96 96.63"" W Four Drawer Chef Base Refrigerated Equipment Stand",Asber,ACBR-96,ACBR-96,4542.75,,
"Montague FB-48-R 48""W Two Drawer Legend Heavy Duty Extreme Cuisine Freezer Equipment Base/Stand",Montague,FB-48-R,FB-48-R,13074.38,,
"Jade JRLH-02S-T-36 25"" H Stainless Steel Titan Fire an Ice Refrigerated Base",Jade,JRLH-02S-T-36,JRLH-02S-T-36,13201.10,,
"Turbo Air PRCBE-84R-N 84""W Four Drawer PRO Series Refrigerated Chef Base",Turbo Air,PRCBE-84R-N,PRCBE-84R-N,8819.46,,
"Turbo Air PRCBE-36R-N 36""W Two Drawer PRO Series Refrigerator Chef Base",Turbo Air,PRCBE-36R-N,PRCBE-36R-N,6254.63,,
"Victory CBR112HC 112"" W 6 Drawers Chef Base Refrigerator - 115 Volts",Victory,CBR112HC,CBR112HC,14821.59,,
"Garland UN17C66 66""W Two Drawer Polar Cuisine Refrigerated Base",Garland,UN17C66,UN17C66,18179.00,,
"Master Bilt MBCB60 60""W Two Drawer Fusion Chef Base",Master Bilt,MBCB60,MBCB60,5925.00,,
"Vulcan VSC60 60"" W Stainless Steel Self-Contained Refrigerated Base - 115 Volts",Vulcan,VSC60,VSC60,18621.00,,
"Traulsen TE060HT 60""W Six Drawer Spec-Line Refrigerated Equipment Stand",Traulsen,TE060HT,TE060HT,10723.19,,
"Turbo Air PRCBE-36F-N 36""W Two Drawer PRO Series Freezer Chef Base",Turbo Air,PRCBE-36F-N,PRCBE-36F-N,6847.00,,
"Hoshizaki CR72A 72.5""W Four Drawer Steelheart Series Refrigerated Low-Profile Equipment Stand",Hoshizaki,CR72A,CR72A,9525.52,,
"Southbend 20108SB 108""W Six Drawer Refrigerator Base",Southbend,20108SB,20108SB,19755.00,,
"Southbend 20096RSB 96""W Six Drawer Refrigerator Base",Southbend,20096RSB,20096RSB,17442.00,,
Turbo Air PRCBE-96F-N-FT 17.5 Cu. Ft. Stainless Steel Two-Section PRO Series Freezer Chef Base - 115 Volts,Turbo Air,PRCBE-96F-N-FT,PRCBE-96F-N-FT,11710.35,,
"Imperial IHR-XX-RM-36 36""W Two Drawer Spec Series Sizzle 'N Chill System",Imperial,IHR-XX-RM-36,IHR-XX-RM-36,13056.00,,
"Montague RB-36-SC-G 36""W Two Drawer Legend Heavy Duty Glycol Refrigerated Equipment Base/Stand",Montague,RB-36-SC-G,RB-36-SC-G,16486.06,,
"Everest Refrigeration ECB52-60D2 60""W Two Drawer Chef Base Refrigerator",Everest Refrigeration,ECB52-60D2,ECB52-60D2,4775.00,,
"Victory CBR84HC 84"" W 4 Drawers Chef Base Refrigerator - 115 Volts",Victory,CBR84HC,CBR84HC,11701.83,,
"Garland UN17R84 84""W Two Drawer Polar Cuisine Refrigerated Base",Garland,UN17R84,UN17R84,19000.00,,
"U-Line UCFB560-SS61A 60"" W 2 Doors U-Line Commercial Freezer Base - 115 Volts",U-Line,UCFB560-SS61A,UCFB560-SS61A,7583.73,,
"Garland UN17FC78 78""W Two Drawer Polar Cuisine Freezer Base",Garland,UN17FC78,UN17FC78,20064.00,,
